Range,Goodput
5366000,0.994
5367000,0.991
5368000,0.991
5369000,0.996
5370000,0.991
5371000,0.993
5372000,0.996
5373000,0.9925
5374000,0.993
5375000,0.992
5376000,0.994
5377000,0.992
5378000,0.993
5379000,0.993
5380000,0.994
5381000,0.996
5382000,0.991
5383000,0.987
5384000,0.985
5385000,0.994
5386000,0.988
5387000,0.997
5388000,0.998
5389000,0.996
5390000,0.995
5391000,0.996
5392000,0.997
5393000,0.993
5394000,0.993
5395000,0.996
5396000,0.994
5397000,0.992
5398000,0.993
5399000,0.995
5400000,0.995
5401000,0.995
5402000,0.994
5403000,0.996
5404000,0.992
5405000,0.995
5406000,0.994
5407000,0.99
5408000,0.994
5409000,0.995
5410000,0.992
5411000,0.997
5412000,0.993
5413000,0.994
5414000,0.994
5415000,0.997
5416000,0.996
5417000,0.995
5418000,0.998
5419000,0.992
5420000,0.994
5421000,0.995
5422000,0.991
5423000,0.996
5424000,0.994
5425000,0.996
5426000,0.994
5427000,0.997
5428000,0.992
5429000,0.992
5430000,0.997
5431000,0.999
5432000,0.996
5433000,0.994
5434000,0.992
5435000,0.994
5436000,0.993
5437000,0.993
5438000,0.994
5439000,0.993
5440000,0.992
5441000,0.996
5442000,0.993
5443000,0.993
5444000,0.993
5445000,0.992
5446000,0.993
5447000,0.994
5448000,0.99
5449000,0.99
5450000,0.991
5451000,0.995
5452000,0.989
5453000,0.993
5454000,0.993
5455000,0.993
5456000,0.99
5457000,0.996
5458000,0.992
5459000,0.992
5460000,0.99
5461000,0.996
5462000,0.993
5463000,0.991
5464000,0.996
5465000,0.993
5466000,0.991
5467000,0.994
5468000,0.993
5469000,0.994
5470000,0.995
5471000,0.996
5472000,0.996
5473000,0.993
5474000,0.991
5475000,0.996
5476000,0.991
5477000,0.996
5478000,0.995
5479000,0.993
5480000,0.995
5481000,0.995
5482000,0.996
5483000,0.996
5484000,0.992
5485000,0.992
5486000,0.997
5487000,0.994
5488000,0.992
5489000,0.99
5490000,0.994
5491000,0.993
5492000,0.997
5493000,0.995
5494000,0.993
5495000,0.993
5496000,0.996
5497000,0.993
5498000,0.995
5499000,0.994
5500000,0.996
5501000,0.998
5502000,0.987
5503000,0.991
5504000,0.995
5505000,0.994
5506000,0.996
5507000,0.994
5508000,0.998
5509000,0.991
5510000,0.994
5511000,0.998
5512000,0.995
5513000,0.995
5514000,0.993
5515000,0.994
5516000,0.993
5517000,0.992
5518000,0.994
5519000,0.995
5520000,0.993
5521000,0.992
5522000,0.991
5523000,0.994
5524000,0.99
5525000,0.99
5526000,0.992
5527000,0.993
5528000,0.99
5529000,0.995
5530000,0.993
5531000,0.988
5532000,0.992
5533000,0.996
5534000,0.994
5535000,0.995
5536000,0.998
5537000,0.99
5538000,0.991
5539000,0.992
5540000,0.99
5541000,0.996
5542000,0.991
5543000,0.992
5544000,0.995
5545000,0.998
5546000,0.992
5547000,0.995
5548000,0.992
5549000,0.994
5550000,0.995
5551000,0.996
5552000,0.995
5553000,0.995
5554000,0.989
5555000,0.995
5556000,0.996
5557000,0.989
5558000,0.997
5559000,0.994
5560000,0.992
5561000,0.994
5562000,0.997
5563000,0.997
5564000,0.994
5565000,0.996
5566000,0.999
5567000,0.996
5568000,0.995
5569000,0.994
5570000,0.993
5571000,0.994
5572000,0.993
5573000,0.996
5574000,0.992
5575000,0.999
5576000,0.996
5577000,0.996
5578000,0.996
5579000,0.998
5580000,0.99
5581000,0.996
5582000,0.993
5583000,0.994
5584000,0.996
5585000,0.994
5586000,0.991
5587000,0.998
5588000,0.994
5589000,0.99
5590000,0.991
5591000,0.99
5592000,0.994
5593000,0.99
5594000,0.994
5595000,0.996
5596000,0.991
5597000,0.992
5598000,0.995
5599000,0.991
5600000,0.994
5601000,0.996
5602000,0.994
5603000,0.991
5604000,0.994
5605000,0.994
5606000,0.997
5607000,0.994
5608000,0.992
5609000,0.992
5610000,0.994
5611000,0.991
5612000,0.994
5613000,0.996
5614000,0.995
5615000,0.998
5616000,0.99
5617000,0.994
5618000,0.992
5619000,0.997
5620000,0.991
5621000,0.995
5622000,0.994
5623000,0.992
5624000,0.994
5625000,0.994
5626000,0.991
5627000,0.996
5628000,0.995
5629000,0.989
5630000,0.991
5631000,0.992
5632000,0.993
5633000,0.997
5634000,0.993
5635000,0.992
5636000,0.991
5637000,0.995
5638000,0.991
5639000,0.988
5640000,0.995
5641000,0.997
5642000,0.99
5643000,0.992
5644000,0.995
5645000,0.992
5646000,0.995
5647000,0.997
5648000,0.996
5649000,0.987
5650000,0.993
5651000,0.989
5652000,0.993
5653000,0.993
5654000,0.992
5655000,0.997
5656000,0.998
5657000,0.996
5658000,0.992
5659000,0.995
5660000,0.993
5661000,0.99
5662000,0.992
5663000,0.993
5664000,0.994
5665000,0.996
5666000,1.0
5667000,0.999
5668000,0.994
5669000,0.991
5670000,0.991
5671000,0.994
5672000,0.994
5673000,0.992
5674000,0.991
5675000,0.991
5676000,0.995
5677000,0.997
5678000,0.997
5679000,0.997
5680000,0.998
5681000,0.997
5682000,0.995
5683000,0.996
5684000,0.993
5685000,0.995
5686000,0.992
5687000,0.994
5688000,0.992
5689000,0.997
5690000,0.995
5691000,0.992
5692000,0.991
5693000,0.987
5694000,0.991
5695000,0.994
5696000,0.996
5697000,0.995
5698000,0.996
5699000,0.996
5700000,0.995
5701000,0.99
5702000,0.992
5703000,0.996
5704000,0.995
5705000,0.995
5706000,0.997
5707000,0.998
5708000,0.995
5709000,0.998
5710000,0.995
5711000,0.996
5712000,0.989
5713000,0.991
5714000,0.992
5715000,0.991
5716000,0.989
5717000,0.996
5718000,0.996
5719000,0.994
5720000,0.996
5721000,0.995
5722000,0.992
5723000,0.993
5724000,0.991
5725000,0.996
5726000,0.992
5727000,0.995
5728000,0.989
5729000,0.995
5730000,0.994
5731000,0.994
5732000,0.991
5733000,0.996
5734000,0.992
5735000,0.991
5736000,0.991
5737000,0.992
5738000,0.993
5739000,0.989
5740000,0.986
5741000,0.991
5742000,0.993
5743000,0.992
5744000,0.997
5745000,0.995
5746000,0.995
5747000,0.991
5748000,0.992
5749000,0.993
5750000,0.996
5751000,0.991
5752000,0.987
5753000,0.991
5754000,0.994
5755000,0.994
5756000,0.993
5757000,0.99
5758000,0.993
5759000,0.995
5760000,0.992
5761000,0.992
5762000,0.994
5763000,0.993
5764000,0.994
5765000,0.997
5766000,0.998
5767000,0.994
5768000,0.991
5769000,0.993
5770000,0.993
5771000,0.994
5772000,0.988
5773000,0.997
5774000,0.994
5775000,0.997
5776000,0.991
5777000,0.99
5778000,0.995
5779000,0.994
5780000,0.989
5781000,0.994
5782000,0.991
5783000,0.997
5784000,0.997
5785000,0.996
5786000,0.995
5787000,0.997
5788000,0.995
5789000,0.996
5790000,0.992
5791000,0.992
5792000,0.998
5793000,0.995
5794000,0.991
5795000,0.989
5796000,0.994
5797000,0.991
5798000,0.996
5799000,0.991
5800000,0.996
5801000,0.988
5802000,0.998
5803000,0.996
5804000,0.994
5805000,0.995
5806000,0.991
5807000,0.99
5808000,0.997
5809000,0.997
5810000,0.992
5811000,0.998
5812000,0.995
5813000,0.996
5814000,0.998
5815000,0.996
5816000,0.993
5817000,0.989
5818000,0.986
5819000,0.993
5820000,0.99
5821000,0.994
5822000,0.991
5823000,0.997
5824000,0.994
5825000,0.994
5826000,0.992
5827000,0.995
5828000,0.992
5829000,0.995
5830000,0.993
5831000,0.995
5832000,0.997
5833000,0.997
5834000,0.99
5835000,0.992
5836000,0.991
5837000,0.995
5838000,0.997
5839000,0.999
5840000,0.992
5841000,0.996
5842000,0.995
5843000,0.992
5844000,0.995
5845000,0.995
5846000,0.996
5847000,0.997
5848000,0.999
5849000,0.993
5850000,0.992
5851000,0.991
5852000,0.994
5853000,0.996
5854000,0.995
5855000,0.997
5856000,0.994
5857000,0.993
5858000,0.992
5859000,0.997
5860000,0.991
5861000,0.99
5862000,0.995
5863000,0.996
5864000,0.996
5865000,0.992
5866000,0.996
5867000,0.993
5868000,0.995
5869000,0.992
5870000,0.991
5871000,0.994
5872000,0.993
5873000,0.995
5874000,0.994
5875000,0.997
5876000,0.988
5877000,0.991
5878000,0.991
5879000,0.993
5880000,0.992
5881000,0.999
5882000,0.996
5883000,0.988
5884000,0.996
5885000,0.99
5886000,0.994
5887000,0.994
5888000,0.996
5889000,0.994
5890000,0.996
5891000,0.997
5892000,0.993
5893000,0.992
5894000,0.993
5895000,0.994
5896000,0.996
5897000,0.993
5898000,0.996
5899000,0.989
5900000,0.992
5901000,0.993
5902000,0.996
5903000,0.998
5904000,0.989
5905000,0.992
5906000,0.992
5907000,0.995
5908000,0.993
5909000,0.992
5910000,0.994
5911000,0.996
5912000,0.993
5913000,0.993
5914000,0.993
5915000,0.991
5916000,0.995
5917000,0.993
5918000,0.996
5919000,0.99
5920000,0.993
5921000,0.986
5922000,0.991
5923000,0.995
5924000,0.995
5925000,0.994
5926000,0.993
5927000,0.994
5928000,0.993
5929000,0.992
5930000,0.996
5931000,0.994
5932000,0.996
5933000,0.994
5934000,0.994
5935000,0.995
5936000,0.995
5937000,0.997
5938000,0.989
5939000,0.994
5940000,0.991
5941000,0.992
5942000,0.998
5943000,0.994
5944000,0.994
5945000,0.992
5946000,0.993
5947000,0.995
5948000,0.996
5949000,0.991
5950000,0.996
5951000,0.997
5952000,0.994
5953000,0.993
5954000,0.993
5955000,0.99
5956000,0.989
5957000,0.991
5958000,0.997
5959000,0.992
5960000,0.992
5961000,0.994
5962000,0.996
5963000,0.995
5964000,0.993
5965000,0.993
5966000,0.994
5967000,0.994
5968000,0.991
5969000,0.993
5970000,0.994
5971000,0.995
5972000,0.998
5973000,0.995
5974000,0.993
5975000,0.991
5976000,0.995
5977000,0.997
5978000,0.996
5979000,0.994
5980000,0.995
5981000,0.992
5982000,0.995
5983000,0.99
5984000,0.993
5985000,0.995
5986000,0.996
5987000,0.992
5988000,0.996
5989000,0.9915
5990000,0.998
5991000,0.997
5992000,0.997
5993000,0.996
5994000,0.99
5995000,0.993
5996000,0.993
5997000,0.993
5998000,0.998
5999000,0.994
6000000,0.995
6001000,0.991
6002000,0.99
6003000,0.997
6004000,0.996
6005000,0.994
6006000,0.994
6007000,0.996
6008000,0.994
6009000,0.994
6010000,0.993
6011000,0.994
6012000,0.991
6013000,0.994
6014000,0.995
6015000,0.996
6016000,0.994
6017000,0.99
6018000,0.993
6019000,0.994
6020000,0.995
6021000,0.995
6022000,0.998
6023000,0.997
6024000,0.996
6025000,0.99
6026000,0.996
6027000,0.994
6028000,0.995
6029000,0.998
6030000,0.995
6031000,0.99
6032000,0.995
6033000,0.997
6034000,0.997
6035000,0.993
6036000,0.995
6037000,0.988
6038000,0.994
6039000,0.996
6040000,0.996
6041000,0.991
6042000,0.988
6043000,0.996
6044000,0.996
6045000,0.994
6046000,0.997
6047000,0.998
6048000,0.995
6049000,0.99
6050000,0.99
6051000,0.994
6052000,0.995
6053000,0.992
6054000,0.995
6055000,0.991
6056000,0.994
6057000,0.995
6058000,0.994
6059000,0.99
6060000,0.992
6061000,0.994
6062000,0.996
6063000,0.999
6064000,0.996
6065000,0.994
6066000,0.992
6067000,0.992
6068000,0.994
6069000,0.995
6070000,0.992
6071000,0.994
6072000,0.992
6073000,0.993
6074000,0.995
6075000,0.995
6076000,0.994
6077000,0.996
6078000,0.991
6079000,0.989
6080000,0.99
6081000,0.99
6082000,0.997
6083000,0.998
6084000,0.994
6085000,0.996
6086000,0.996
6087000,0.992
6088000,0.994
6089000,0.99
6090000,0.992
6091000,0.995
6092000,0.997
6093000,0.99
6094000,0.996
6095000,0.99
6096000,0.994
6097000,0.995
6098000,0.992
6099000,0.99
6100000,0.993
6101000,0.995
6102000,0.993
6103000,0.996
6104000,0.995
6105000,0.993
6106000,0.996
6107000,0.998
6108000,0.995
6109000,0.996
6110000,0.993
6111000,0.991
6112000,0.986
6113000,0.994
6114000,0.985
6115000,0.998
6116000,0.995
6117000,0.995
6118000,0.992
6119000,0.993
6120000,0.996
6121000,0.995
6122000,0.99
6123000,0.997
6124000,0.991
6125000,0.994
6126000,0.992
6127000,0.993
6128000,0.991
6129000,0.994
6130000,0.99
6131000,0.995
6132000,0.997
6133000,0.997
6134000,0.992
6135000,0.994
6136000,0.994
6137000,0.994
6138000,0.996
6139000,0.988
6140000,0.997
6141000,0.993
6142000,0.992
6143000,0.994
6144000,0.989
6145000,0.991
6146000,0.994
6147000,0.987
6148000,0.996
6149000,0.994
6150000,0.992
6151000,0.995
6152000,0.992
6153000,0.996
6154000,0.993
6155000,0.996
6156000,0.995
6157000,0.998
6158000,0.996
6159000,0.994
6160000,0.995
6161000,0.993
6162000,0.989
6163000,0.994
6164000,0.992
6165000,0.991
6166000,0.988
6167000,0.994
6168000,0.989
6169000,0.988
6170000,0.996
6171000,0.996
6172000,0.994
6173000,0.991
6174000,0.992
6175000,0.995
6176000,0.99
6177000,0.997
6178000,0.995
6179000,0.995
6180000,0.996
6181000,0.991
6182000,0.991
6183000,0.997
6184000,0.992
6185000,0.991
6186000,0.999
6187000,0.991
6188000,0.996
6189000,0.997
6190000,0.995
6191000,0.993
6192000,0.994
6193000,0.989
6194000,0.995
6195000,0.994
6196000,0.99
6197000,0.994
6198000,0.996
6199000,0.991
6200000,0.996
6201000,0.993
6202000,0.995
6203000,0.994
6204000,0.994
6205000,0.997
6206000,0.991
6207000,0.995
6208000,0.989
6209000,0.991
6210000,0.993
6211000,0.988
6212000,0.993
6213000,0.992
6214000,0.996
6215000,0.997
6216000,0.992
6217000,0.997
6218000,0.998
6219000,0.997
6220000,0.991
6221000,0.989
6222000,0.993
6223000,0.992
6224000,0.997
6225000,0.992
6226000,0.99
6227000,0.997
6228000,0.993
6229000,0.997
6230000,0.994
6231000,0.991
6232000,0.991
6233000,0.991
6234000,0.995
6235000,0.992
6236000,0.997
6237000,0.995
6238000,0.993
6239000,0.995
6240000,0.998
6241000,0.996
6242000,0.991
6243000,0.995
6244000,0.989
6245000,0.995
6246000,0.995
6247000,0.993
6248000,0.996
6249000,0.9935
6250000,0.998
6251000,0.993
6252000,0.996
6253000,0.993
6254000,0.991
6255000,0.991
6256000,0.993
6257000,0.995
6258000,0.994
6259000,0.994
6260000,0.992
6261000,0.995
6262000,0.991
6263000,0.993
6264000,0.991
6265000,0.99
6266000,0.99
6267000,0.993
6268000,0.995
6269000,0.997
6270000,0.998
6271000,0.994
6272000,0.99
6273000,0.993
6274000,0.994
6275000,0.997
6276000,0.995
6277000,0.992
6278000,0.991
6279000,0.995
6280000,0.992
6281000,0.998
6282000,0.991
6283000,0.991
6284000,0.992
6285000,0.991
6286000,0.995
6287000,0.995
6288000,0.995
6289000,0.995
6290000,0.992
6291000,0.996
6292000,0.994
6293000,0.996
6294000,0.994
6295000,0.996
6296000,0.996
6297000,0.994
6298000,0.993
6299000,0.991
6300000,0.995
6301000,0.988
6302000,0.998
6303000,0.995
6304000,0.993
6305000,0.99
6306000,0.997
6307000,0.996
6308000,0.991
6309000,0.993
6310000,0.992
6311000,0.998
6312000,0.993
6313000,0.997
6314000,0.994
6315000,0.994
6316000,0.989
6317000,0.994
6318000,0.99
6319000,0.99
6320000,0.994
6321000,0.994
6322000,0.993
6323000,0.993
6324000,0.992
6325000,1.0
6326000,0.997
6327000,0.9935
6328000,0.994
6329000,0.997
6330000,0.996
6331000,0.993
6332000,0.996
6333000,0.993
6334000,0.994
6335000,0.995
6336000,0.999
6337000,0.996
6338000,0.993
6339000,0.992
6340000,0.993
6341000,0.989
6342000,0.993
6343000,0.992
6344000,0.994
6345000,0.995
6346000,0.991
6347000,0.994
6348000,0.991
6349000,0.993
6350000,0.994
6351000,0.992
6352000,0.996
6353000,0.997
6354000,0.991
6355000,0.993
6356000,0.996
6357000,0.99
6358000,0.994
6359000,0.997
6360000,0.987
6361000,0.996
6362000,0.993
6363000,0.991
6364000,0.991
6365000,0.995
6366000,0.994
6367000,0.99
6368000,0.99
6369000,0.995
6370000,0.997
6371000,0.991
6372000,0.994
6373000,0.995
6374000,0.995
6375000,0.996
6376000,0.994
6377000,0.995
6378000,0.99
6379000,0.994
6380000,0.995
6381000,0.995
6382000,0.991
6383000,0.993
6384000,0.998
6385000,0.994
6386000,0.996
6387000,0.993
6388000,0.992
6389000,0.991
6390000,0.99
6391000,0.987
6392000,0.994
6393000,0.992
6394000,0.993
6395000,0.993
6396000,0.991
6397000,0.991
6398000,0.996
6399000,0.995
6400000,0.994
6401000,0.993
6402000,0.993
6403000,0.996
6404000,0.992
6405000,0.995
6406000,0.994
6407000,0.994
6408000,0.994
6409000,0.988
6410000,0.992
6411000,0.991
6412000,0.994
6413000,0.991
6414000,0.994
6415000,0.991
6416000,0.987
6417000,0.995
6418000,0.99
6419000,0.987
6420000,0.992
6421000,0.992
6422000,0.994
6423000,0.994
6424000,0.992
6425000,0.994
6426000,0.995
6427000,0.997
6428000,0.992
6429000,0.99
6430000,0.994
6431000,0.992
6432000,0.993
6433000,0.994
6434000,0.992
6435000,0.991
6436000,0.996
6437000,0.99
6438000,0.995
6439000,0.998
6440000,0.993
6441000,0.991
6442000,0.992
6443000,0.994
6444000,0.99
6445000,0.995
6446000,0.993
6447000,0.998
6448000,0.996
6449000,0.996
6450000,0.994
6451000,0.995
6452000,0.993
6453000,0.998
6454000,0.996
6455000,0.994
6456000,0.996
6457000,0.995
6458000,0.998
6459000,0.996
6460000,0.994
6461000,0.991
6462000,0.989
6463000,0.99
6464000,0.995
6465000,0.995
6466000,0.994
6467000,0.993
6468000,0.992
6469000,0.987
6470000,0.994
6471000,0.996
6472000,0.994
6473000,0.995
6474000,0.99
6475000,0.995
6476000,0.995
6477000,0.995
6478000,0.99
6479000,0.996
6480000,0.992
6481000,0.991
6482000,0.995
6483000,0.993
6484000,0.992
6485000,0.992
6486000,0.994
6487000,0.997
6488000,0.996
6489000,0.993
6490000,0.996
6491000,0.992
6492000,0.995
6493000,0.996
6494000,0.994
6495000,0.995
6496000,0.993
6497000,0.99
6498000,0.989
6499000,0.995
6500000,0.992
6501000,0.996
6502000,0.997
6503000,0.995
6504000,0.994
6505000,0.996
6506000,0.991
6507000,0.99
6508000,0.995
6509000,0.998
6510000,0.989
6511000,0.994
6512000,0.995
6513000,0.996
6514000,0.991
6515000,0.992
6516000,0.995
6517000,0.99
6518000,0.996
6519000,0.998
6520000,0.994
6521000,0.996
6522000,0.998
6523000,0.996
6524000,0.989
6525000,0.994
6526000,0.994
6527000,0.997
6528000,0.994
6529000,0.994
6530000,0.996
6531000,0.996
6532000,0.995
6533000,0.993
6534000,0.992
6535000,0.993
6536000,0.992
6537000,0.992
6538000,0.993
6539000,0.993
6540000,0.991
6541000,0.994
6542000,0.992
6543000,0.997
6544000,0.995
6545000,0.992
6546000,0.994
6547000,0.995
6548000,0.991
6549000,0.995
6550000,0.994
6551000,0.992
6552000,0.995
6553000,0.992
6554000,0.994
6555000,0.999
6556000,0.997
6557000,0.99
6558000,0.996
6559000,0.992
6560000,0.994
6561000,0.995
6562000,0.994
6563000,0.995
6564000,0.994
6565000,0.991
6566000,0.994
6567000,0.991
6568000,0.998
6569000,0.992
6570000,0.997
6571000,0.992
6572000,0.989
6573000,0.989
6574000,0.991
6575000,0.993
6576000,0.995
6577000,0.995
6578000,0.992
6579000,0.991
6580000,0.998
6581000,0.994
6582000,0.991
6583000,0.997
6584000,0.996
6585000,0.994
6586000,0.996
6587000,0.995
6588000,0.993
6589000,0.994
6590000,0.99
6591000,0.996
6592000,0.996
6593000,0.99
6594000,0.992
6595000,0.992
6596000,0.995
6597000,0.99
6598000,0.996
6599000,0.993
6600000,0.996
6601000,0.993
6602000,0.995
6603000,0.988
6604000,0.995
6605000,0.991
6606000,0.993
6607000,0.995
6608000,0.993
6609000,0.992
6610000,0.996
6611000,0.998
6612000,0.998
6613000,0.995
6614000,0.996
6615000,0.997
6616000,0.994
6617000,0.9915
6618000,0.997
6619000,0.991
6620000,0.996
6621000,0.998
6622000,0.991
6623000,0.991
6624000,0.993
6625000,0.996
6626000,0.993
6627000,0.996
6628000,0.996
6629000,0.995
6630000,0.996
6631000,0.997
6632000,0.993
6633000,0.994
6634000,0.993
6635000,0.994
6636000,0.985
6637000,0.994
6638000,0.99
6639000,0.992
6640000,0.997
6641000,0.994
6642000,0.996
6643000,0.993
6644000,0.997
6645000,0.992
6646000,0.992
6647000,0.996
6648000,0.994
6649000,0.997
6650000,0.996
6651000,0.995
6652000,0.991
6653000,0.992
6654000,0.994
6655000,0.995
6656000,0.997
6657000,0.999
6658000,0.994
6659000,0.997
6660000,0.994
6661000,0.992
6662000,0.993
6663000,0.997
6664000,0.992
6665000,0.996
6666000,0.991
6667000,0.997
6668000,0.995
6669000,0.996
6670000,0.994
6671000,0.994
6672000,0.992
6673000,0.998
6674000,0.996
6675000,0.994
6676000,0.995
6677000,0.995
6678000,0.998
6679000,0.99
6680000,0.99
6681000,0.996
6682000,0.994
6683000,0.994
6684000,0.992
6685000,0.994
6686000,0.994
6687000,0.995
6688000,0.994
6689000,0.991
6690000,0.994
6691000,0.995
6692000,0.995
6693000,0.997
6694000,0.992
6695000,0.997
6696000,0.996
6697000,0.995
6698000,0.994
6699000,0.992
6700000,0.993
6701000,0.99
6702000,0.995
6703000,0.995
6704000,0.989
6705000,0.99
6706000,0.997
6707000,0.994
6708000,0.989
6709000,0.997
6710000,0.994
6711000,0.997
6712000,0.996
6713000,0.992
6714000,0.992
6715000,0.993
6716000,0.996
6717000,0.994
6718000,0.988
6719000,0.996
6720000,0.994
6721000,0.99
6722000,0.997
6723000,0.995
6724000,0.996
6725000,0.992
6726000,0.989
6727000,0.991
6728000,0.992
6729000,0.99
6730000,0.992
6731000,0.99
6732000,0.994
6733000,0.994
6734000,0.994
6735000,0.989
6736000,0.993
6737000,0.993
6738000,0.994
6739000,0.993
6740000,0.995
6741000,0.99
6742000,0.997
6743000,0.99
6744000,0.995
6745000,0.983
6746000,0.993
6747000,0.993
6748000,0.996
6749000,0.995
6750000,0.996
6751000,0.993
6752000,0.993
6753000,0.997
6754000,0.994
6755000,0.996
6756000,0.994
6757000,0.993
6758000,0.992
6759000,0.992
6760000,0.998
6761000,0.993
6762000,0.99
6763000,0.996
6764000,0.996
6765000,0.989
6766000,0.999
6767000,0.994
6768000,0.996
6769000,0.991
6770000,0.993
6771000,0.99
6772000,0.998
6773000,0.997
6774000,1.0
6775000,0.996
6776000,0.998
6777000,0.992
6778000,0.997
6779000,0.991
6780000,0.996
6781000,0.997
6782000,0.994
6783000,0.996
6784000,0.997
6785000,0.99
6786000,0.991
6787000,0.994
6788000,0.995
6789000,0.994
6790000,0.99
6791000,0.995
6792000,0.994
6793000,0.995
6794000,0.992
6795000,0.994
6796000,0.996
6797000,0.999
6798000,0.995
6799000,0.993
6800000,0.998
6801000,0.995
6802000,0.991
6803000,0.995
6804000,0.991
6805000,0.991
6806000,0.989
6807000,0.995
6808000,0.991
6809000,0.996
6810000,0.994
6811000,0.996
6812000,0.995
6813000,0.988
6814000,0.995
6815000,0.992
6816000,0.989
6817000,0.991
6818000,0.99
6819000,0.994
6820000,0.995
6821000,0.993
6822000,0.995
6823000,0.989
6824000,0.993
6825000,0.992
6826000,0.993
6827000,0.992
6828000,0.992
6829000,0.992
6830000,0.994
6831000,0.993
6832000,0.996
6833000,0.991
6834000,0.993
6835000,0.992
6836000,0.994
6837000,0.993
6838000,0.99
6839000,0.993
6840000,0.996
6841000,0.992
6842000,0.996
6843000,0.995
6844000,0.991
6845000,0.996
6846000,0.997
6847000,0.992
6848000,0.991
6849000,0.993
6850000,0.991
6851000,0.99
6852000,0.999
6853000,0.993
6854000,0.993
6855000,0.996
6856000,0.992
6857000,0.996
6858000,0.993
6859000,0.991
6860000,0.996
6861000,0.995
6862000,0.988
6863000,0.994
6864000,0.993
6865000,0.996
6866000,0.99
6867000,0.991
6868000,0.995
6869000,0.995
6870000,0.989
6871000,0.994
6872000,0.995
6873000,0.991
6874000,0.992
6875000,0.991
6876000,0.994
6877000,0.992
6878000,0.997
6879000,0.987
6880000,0.997
6881000,0.998
6882000,0.991
6883000,0.994
6884000,0.992
6885000,0.989
6886000,0.995
6887000,0.996
6888000,0.993
6889000,0.993
6890000,0.997
6891000,0.99
6892000,0.995
6893000,0.994
6894000,0.99
6895000,0.996
6896000,0.994
6897000,0.995
6898000,0.993
6899000,0.99
6900000,0.994
6901000,0.996
6902000,0.994
6903000,0.996
6904000,0.99
6905000,0.995
6906000,0.99
6907000,0.988
6908000,0.992
6909000,0.996
6910000,0.995
6911000,0.996
6912000,0.993
6913000,0.992
6914000,0.995
6915000,0.994
6916000,0.991
6917000,0.995
6918000,0.992
6919000,0.99
6920000,0.994
6921000,0.993
6922000,0.992
6923000,0.996
6924000,0.993
6925000,0.996
6926000,0.993
6927000,0.991
6928000,0.992
6929000,0.989
6930000,0.998
6931000,0.991
6932000,0.993
6933000,0.993
6934000,0.992
6935000,0.993
6936000,0.991
6937000,0.995
6938000,0.99
6939000,0.99
6940000,0.992
6941000,0.997
6942000,0.998
6943000,0.994
6944000,0.99
6945000,0.996
6946000,0.995
6947000,0.993
6948000,0.994
6949000,0.992
6950000,0.996
6951000,0.996
6952000,0.991
6953000,0.995
6954000,0.997
6955000,0.995
6956000,1.0
6957000,0.995
6958000,0.994
6959000,0.996
6960000,0.996
6961000,0.993
6962000,0.996
6963000,0.99
6964000,0.99
6965000,0.996
6966000,0.994
6967000,0.994
6968000,0.993
6969000,0.993
6970000,0.993
6971000,0.99
6972000,0.995
6973000,0.992
6974000,0.994
6975000,0.996
6976000,0.994
6977000,0.99
6978000,0.998
6979000,0.992
6980000,0.991
6981000,0.993
6982000,0.995
6983000,0.994
6984000,0.997
6985000,0.995
6986000,0.997
6987000,0.992
6988000,0.991
6989000,0.99
6990000,0.994
6991000,0.992
6992000,0.995
6993000,0.992
6994000,0.995
6995000,0.992
6996000,0.994
6997000,0.992
6998000,0.992
6999000,0.992
7000000,0.992
7001000,0.998
7002000,0.996
7003000,0.995
7004000,0.992
7005000,0.99
7006000,0.993
7007000,0.992
7008000,0.996
7009000,0.991
7010000,0.995
7011000,0.994
7012000,0.993
7013000,0.993
7014000,0.995
7015000,0.993
7016000,0.995
7017000,0.985
7018000,0.997
7019000,0.99
7020000,0.995
7021000,0.997
7022000,0.997
7023000,0.99
7024000,0.992
7025000,0.995
7026000,0.997
7027000,0.993
7028000,0.991
7029000,0.99
7030000,0.991
7031000,0.993
7032000,0.997
7033000,0.996
7034000,0.996
7035000,0.997
7036000,0.994
7037000,0.995
7038000,0.997
7039000,0.994
7040000,0.994
7041000,0.991
7042000,0.992
7043000,0.993
7044000,0.996
7045000,0.993
7046000,0.995
7047000,0.99
7048000,0.995
7049000,0.996
7050000,0.987
7051000,0.994
7052000,0.995
7053000,0.994
7054000,0.996
7055000,0.995
7056000,0.993
7057000,0.989
7058000,0.993
7059000,0.992
7060000,0.997
7061000,0.996
7062000,0.99
7063000,0.994
7064000,0.996
7065000,0.996
7066000,0.996
7067000,0.997
7068000,0.993
7069000,0.995
7070000,0.993
7071000,0.992
7072000,0.992
7073000,0.991
7074000,0.997
7075000,0.995
7076000,0.996
7077000,0.996
7078000,0.996
7079000,0.992
7080000,0.993
7081000,0.993
7082000,0.995
7083000,0.996
7084000,0.997
7085000,0.994
7086000,0.996
7087000,0.997
7088000,0.997
7089000,0.994
7090000,0.997
7091000,0.993
7092000,0.992
7093000,0.994
7094000,0.994
7095000,0.996
7096000,0.994
7097000,0.993
7098000,0.995
7099000,0.995
7100000,0.994
7101000,0.994
7102000,0.991
7103000,0.993
7104000,0.995
7105000,0.994
7106000,0.994
7107000,0.992
7108000,0.999
7109000,0.995
7110000,0.99
7111000,0.995
7112000,0.993
7113000,0.992
