Range,Goodput
1870000,0.995
1871000,0.99
1872000,0.995
1873000,0.997
1874000,0.993
1875000,0.993
1876000,0.997
1877000,0.994
1878000,0.991
1879000,0.994
1880000,0.995
1881000,0.996
1882000,0.997
1883000,0.991
1884000,0.998
1885000,0.998
1886000,0.995
1887000,0.992
1888000,0.993
1889000,0.994
1890000,0.993
1891000,0.993
1892000,0.991
1893000,0.99
1894000,0.995
1895000,0.994
1896000,0.99
1897000,0.991
1898000,0.997
1899000,0.998
1900000,0.992
1901000,0.993
1902000,0.996
1903000,0.991
1904000,0.994
1905000,0.993
1906000,0.997
1907000,0.993
1908000,0.994
1909000,0.991
1910000,0.996
1911000,0.992
1912000,0.992
1913000,0.996
1914000,0.989
1915000,0.998
1916000,0.998
1917000,0.993
1918000,0.995
1919000,0.997
1920000,0.992
1921000,0.99
1922000,0.997
1923000,0.992
1924000,0.996
1925000,0.996
1926000,0.991
1927000,0.995
1928000,0.993
1929000,0.996
1930000,0.996
1931000,0.994
1932000,0.99
1933000,0.996
1934000,0.994
1935000,0.994
1936000,0.997
1937000,0.993
1938000,0.991
1939000,0.994
1940000,0.99
1941000,0.993
1942000,0.996
1943000,0.994
1944000,0.994
1945000,0.996
1946000,0.992
1947000,0.99
1948000,0.994
1949000,0.996
1950000,0.994
1951000,0.992
1952000,0.996
1953000,0.996
1954000,0.993
1955000,0.993
1956000,0.993
1957000,0.988
1958000,0.993
1959000,0.994
1960000,0.993
1961000,0.99
1962000,0.996
1963000,0.993
1964000,0.995
1965000,0.992
1966000,0.993
1967000,0.991
1968000,0.99
1969000,0.994
1970000,0.996
1971000,0.995
1972000,0.993
1973000,0.994
1974000,0.993
1975000,0.993
1976000,0.997
1977000,0.996
1978000,0.995
1979000,0.995
1980000,0.991
1981000,0.991
1982000,0.996
1983000,0.997
1984000,0.994
1985000,0.998
1986000,0.989
1987000,0.99
1988000,0.995
1989000,0.993
1990000,0.988
1991000,0.992
1992000,0.996
1993000,0.992
1994000,0.995
1995000,0.992
1996000,0.99
1997000,0.997
1998000,0.991
1999000,0.993
2000000,0.995
2001000,0.996
2002000,0.993
2003000,0.992
2004000,0.996
2005000,0.995
2006000,0.995
2007000,1.0
2008000,0.994
2009000,0.997
2010000,0.995
2011000,0.995
2012000,0.998
2013000,0.992
2014000,0.995
2015000,0.99
2016000,0.996
2017000,0.995
2018000,0.992
2019000,0.994
2020000,0.994
2021000,0.996
2022000,0.995
2023000,0.989
2024000,0.997
2025000,0.992
2026000,0.993
2027000,0.997
2028000,0.994
2029000,0.999
2030000,0.993
2031000,0.992
2032000,0.994
2033000,0.992
2034000,0.997
2035000,0.992
2036000,0.994
2037000,0.997
2038000,0.993
2039000,0.989
2040000,0.992
2041000,0.992
2042000,0.997
2043000,0.989
2044000,0.989
2045000,0.992
2046000,0.991
2047000,0.994
2048000,0.996
2049000,0.995
2050000,0.996
2051000,0.993
2052000,0.998
2053000,0.989
2054000,0.994
2055000,0.996
2056000,0.993
2057000,0.992
2058000,0.992
2059000,0.992
2060000,0.993
2061000,0.994
2062000,0.992
2063000,0.996
2064000,0.993
2065000,0.992
2066000,0.989
2067000,0.994
2068000,0.994
2069000,0.993
2070000,0.993
2071000,0.992
2072000,0.995
2073000,0.994
2074000,0.996
2075000,0.991
2076000,0.998
2077000,0.998
2078000,0.991
2079000,0.994
2080000,0.994
2081000,0.994
2082000,0.995
2083000,0.995
2084000,0.994
2085000,0.993
2086000,0.999
2087000,0.998
2088000,0.995
2089000,0.991
2090000,0.99
2091000,0.991
2092000,0.995
2093000,0.99
2094000,0.994
2095000,0.993
2096000,1.0
2097000,0.994
2098000,0.998
2099000,0.995
2100000,0.994
2101000,0.993
2102000,0.992
2103000,0.995
2104000,0.998
2105000,0.995
2106000,0.992
2107000,0.99
2108000,0.996
2109000,0.994
2110000,0.987
2111000,0.995
2112000,0.995
2113000,0.992
2114000,0.998
2115000,0.989
2116000,0.996
2117000,0.993
2118000,0.994
2119000,0.995
2120000,0.99
2121000,0.996
2122000,0.999
2123000,0.992
2124000,0.992
2125000,0.992
2126000,0.995
2127000,0.996
2128000,0.991
2129000,0.993
2130000,0.995
2131000,0.991
2132000,0.994
2133000,0.993
2134000,0.989
2135000,0.991
2136000,0.988
2137000,0.994
2138000,0.993
2139000,0.993
2140000,0.997
2141000,0.994
2142000,0.993
2143000,0.991
2144000,0.996
2145000,0.997
2146000,0.992
2147000,0.994
2148000,0.995
2149000,0.996
2150000,0.996
2151000,0.993
2152000,0.991
2153000,0.995
2154000,0.992
2155000,0.995
2156000,0.996
2157000,0.996
2158000,0.996
2159000,0.995
2160000,0.993
2161000,0.994
2162000,0.995
2163000,0.997
2164000,0.992
2165000,0.996
2166000,0.991
2167000,0.992
2168000,0.9935
2169000,0.993
2170000,0.996
2171000,0.992
2172000,0.995
2173000,0.997
2174000,0.993
2175000,0.994
2176000,0.995
2177000,0.996
2178000,0.993
2179000,0.992
2180000,0.991
2181000,0.988
2182000,0.996
2183000,0.99
2184000,0.992
2185000,0.994
2186000,0.993
2187000,0.989
2188000,0.996
2189000,0.997
2190000,0.997
2191000,0.994
2192000,0.994
2193000,0.991
2194000,0.989
2195000,0.988
2196000,0.996
2197000,0.993
2198000,0.99
2199000,0.989
2200000,0.993
2201000,0.998
2202000,0.993
2203000,0.993
2204000,0.997
2205000,0.995
2206000,0.988
2207000,0.997
2208000,0.993
2209000,0.992
2210000,0.994
2211000,0.996
2212000,0.995
2213000,0.99
2214000,0.994
2215000,0.994
2216000,0.991
2217000,0.993
2218000,0.992
2219000,0.988
2220000,0.995
2221000,0.991
2222000,0.989
2223000,0.998
2224000,0.997
2225000,0.994
2226000,0.99
2227000,0.996
2228000,0.995
2229000,0.996
2230000,0.987
2231000,0.994
2232000,0.992
2233000,0.995
2234000,0.993
2235000,0.996
2236000,0.994
2237000,0.995
2238000,0.997
2239000,0.996
2240000,0.988
2241000,0.994
2242000,0.994
2243000,0.996
2244000,0.99
2245000,0.996
2246000,0.997
2247000,0.997
2248000,0.99
2249000,0.993
2250000,0.997
2251000,0.996
2252000,0.99
2253000,0.992
2254000,0.988
2255000,0.994
2256000,0.997
2257000,0.992
2258000,0.998
2259000,0.995
2260000,0.992
2261000,0.994
2262000,0.993
2263000,0.993
2264000,0.987
2265000,0.994
2266000,0.9885
2267000,0.994
2268000,0.99
2269000,0.994
2270000,0.993
2271000,0.991
2272000,0.993
2273000,0.992
2274000,0.995
2275000,0.995
2276000,0.992
2277000,0.988
2278000,0.991
2279000,0.993
2280000,0.995
2281000,0.992
2282000,0.995
2283000,0.992
2284000,0.994
2285000,0.993
2286000,0.992
2287000,0.991
2288000,0.995
2289000,0.998
2290000,0.995
2291000,0.994
2292000,0.992
2293000,0.993
2294000,0.993
2295000,0.993
2296000,0.992
2297000,0.998
2298000,0.993
2299000,0.994
2300000,0.996
2301000,0.994
2302000,0.992
2303000,0.996
2304000,0.993
2305000,0.992
2306000,0.993
2307000,0.989
2308000,0.996
2309000,0.993
2310000,0.995
2311000,0.995
2312000,0.986
2313000,0.996
2314000,0.994
2315000,0.993
2316000,0.995
2317000,0.996
2318000,0.997
2319000,0.997
2320000,0.994
2321000,0.992
2322000,0.995
2323000,0.996
2324000,0.991
2325000,0.992
2326000,0.996
2327000,0.994
2328000,0.996
2329000,0.989
2330000,0.995
2331000,0.998
2332000,0.995
2333000,0.995
2334000,0.996
2335000,0.991
2336000,0.997
2337000,0.996
2338000,0.993
2339000,0.993
2340000,0.986
2341000,0.998
2342000,0.996
2343000,0.994
2344000,0.994
2345000,0.995
2346000,0.994
2347000,0.992
2348000,0.99
2349000,0.995
2350000,0.994
2351000,0.996
2352000,0.994
2353000,0.99
2354000,0.996
2355000,0.997
2356000,0.996
2357000,0.995
2358000,0.991
2359000,0.997
2360000,0.991
2361000,0.996
2362000,0.994
2363000,0.994
2364000,0.993
2365000,0.997
2366000,0.995
2367000,0.992
2368000,0.995
2369000,0.994
2370000,0.993
2371000,0.9915
2372000,0.998
2373000,0.997
2374000,0.993
2375000,0.995
2376000,0.994
2377000,0.992
2378000,0.995
2379000,0.991
2380000,0.99
2381000,0.993
2382000,0.993
2383000,0.984
2384000,0.991
2385000,0.995
2386000,0.993
2387000,0.997
2388000,0.991
2389000,0.993
2390000,0.993
2391000,0.998
2392000,0.991
2393000,0.992
2394000,0.997
2395000,0.993
2396000,0.996
2397000,0.993
2398000,0.993
2399000,0.992
2400000,0.998
2401000,0.993
2402000,0.991
2403000,0.995
2404000,0.996
2405000,0.993
2406000,0.993
2407000,0.99
2408000,0.993
2409000,0.992
2410000,0.993
2411000,0.994
2412000,0.997
2413000,0.994
2414000,0.996
2415000,0.993
2416000,0.991
2417000,0.988
2418000,0.995
2419000,0.993
2420000,0.993
2421000,0.991
2422000,0.992
2423000,0.996
2424000,0.999
2425000,0.994
2426000,0.992
2427000,0.991
2428000,0.995
2429000,0.991
2430000,0.994
2431000,0.989
2432000,0.993
2433000,0.993
2434000,0.996
2435000,0.992
2436000,0.992
2437000,0.993
2438000,0.995
2439000,0.993
2440000,0.997
2441000,0.994
2442000,0.995
2443000,0.992
2444000,0.991
2445000,0.991
2446000,0.996
2447000,0.9935
2448000,0.996
2449000,0.992
2450000,0.993
2451000,0.994
2452000,0.988
2453000,0.995
2454000,0.992
2455000,0.991
2456000,0.992
2457000,0.992
2458000,0.996
2459000,0.999
2460000,0.993
2461000,0.994
2462000,0.99
2463000,0.993
2464000,0.992
2465000,0.991
2466000,0.992
2467000,0.994
2468000,0.994
2469000,0.991
2470000,0.992
2471000,0.997
2472000,0.993
2473000,0.994
2474000,0.993
2475000,0.999
2476000,0.997
2477000,0.995
2478000,0.99
2479000,0.994
2480000,0.996
2481000,0.996
2482000,0.992
2483000,0.991
2484000,0.995
2485000,0.998
2486000,0.997
2487000,0.994
2488000,0.994
2489000,0.994
2490000,0.995
2491000,0.995
2492000,0.995
2493000,0.994
2494000,0.992
2495000,0.992
2496000,0.994
2497000,0.998
2498000,0.995
2499000,0.987
2500000,0.99
2501000,0.995
2502000,0.989
2503000,0.993
2504000,0.995
2505000,0.991
2506000,0.995
2507000,0.993
2508000,0.993
2509000,0.994
2510000,0.996
2511000,0.995
2512000,0.997
2513000,0.996
2514000,0.992
2515000,0.994
2516000,0.997
2517000,0.993
2518000,0.995
2519000,0.995
2520000,0.991
2521000,0.993
2522000,0.998
2523000,0.992
2524000,0.993
2525000,0.99
2526000,0.995
2527000,0.995
2528000,0.998
2529000,0.994
2530000,0.998
2531000,0.993
2532000,0.994
2533000,0.997
2534000,0.991
2535000,0.991
2536000,0.994
2537000,0.992
2538000,0.993
2539000,0.993
2540000,0.993
2541000,0.992
2542000,0.991
2543000,0.991
2544000,0.994
2545000,0.994
2546000,0.992
2547000,0.997
2548000,0.991
2549000,0.989
2550000,0.988
2551000,0.991
2552000,0.998
2553000,0.992
2554000,0.991
2555000,0.998
2556000,0.991
2557000,0.997
2558000,0.994
2559000,0.995
2560000,0.991
2561000,0.995
2562000,0.997
2563000,0.992
2564000,0.99
2565000,0.993
2566000,0.994
2567000,0.998
2568000,0.997
2569000,0.994
2570000,0.998
2571000,0.995
2572000,0.9925
2573000,0.995
2574000,0.995
2575000,0.995
2576000,0.997
2577000,0.995
2578000,0.995
2579000,0.993
2580000,0.998
2581000,0.995
2582000,0.992
2583000,0.994
2584000,0.998
2585000,0.991
2586000,0.991
2587000,0.995
2588000,0.992
2589000,0.993
2590000,0.991
2591000,0.991
2592000,0.996
2593000,0.989
2594000,0.995
2595000,0.995
2596000,0.993
2597000,0.99
2598000,0.995
2599000,0.989
2600000,0.993
2601000,0.996
2602000,0.996
2603000,0.994
2604000,0.991
2605000,0.996
2606000,0.995
2607000,0.991
2608000,0.992
2609000,0.991
2610000,0.996
2611000,0.994
2612000,0.994
2613000,0.993
2614000,0.996
2615000,0.992
2616000,0.994
2617000,0.997
2618000,0.992
2619000,0.997
2620000,0.995
2621000,0.994
2622000,0.99
2623000,0.994
2624000,0.996
2625000,0.993
2626000,0.994
2627000,0.988
2628000,0.991
2629000,0.994
2630000,0.993
2631000,0.988
2632000,0.995
2633000,0.995
2634000,0.994
2635000,0.992
2636000,0.995
2637000,0.993
2638000,0.997
2639000,0.988
2640000,0.996
2641000,0.995
2642000,0.997
2643000,0.996
2644000,0.996
2645000,0.993
2646000,0.995
2647000,0.996
2648000,0.99
2649000,0.991
2650000,0.992
2651000,0.988
2652000,0.995
2653000,0.995
2654000,0.993
2655000,0.997
2656000,0.994
2657000,0.996
2658000,0.993
2659000,0.991
2660000,0.995
2661000,0.995
2662000,0.996
2663000,0.991
2664000,0.999
2665000,0.993
2666000,0.994
2667000,0.991
2668000,0.991
2669000,0.993
2670000,0.992
2671000,0.994
2672000,0.995
2673000,0.992
2674000,0.994
2675000,0.99
2676000,0.995
2677000,0.994
2678000,0.99
2679000,0.994
2680000,0.993
2681000,0.989
2682000,0.995
2683000,0.997
2684000,0.991
2685000,0.99
2686000,0.992
2687000,0.998
2688000,0.993
2689000,0.992
2690000,0.997
2691000,0.991
2692000,0.991
2693000,0.993
2694000,0.993
2695000,0.997
2696000,0.993
2697000,0.994
2698000,0.993
2699000,0.993
2700000,0.992
2701000,0.994
2702000,0.992
2703000,0.994
2704000,0.992
2705000,0.993
2706000,0.996
2707000,0.994
2708000,0.989
2709000,0.998
2710000,0.992
2711000,0.995
2712000,0.991
2713000,0.989
2714000,0.991
2715000,0.996
2716000,0.995
2717000,0.987
2718000,0.99
2719000,0.993
2720000,0.989
2721000,0.994
2722000,0.996
2723000,0.995
2724000,0.998
2725000,0.991
2726000,0.991
2727000,0.99
2728000,0.994
2729000,0.995
2730000,0.995
2731000,0.996
2732000,0.995
2733000,0.99
2734000,0.995
2735000,0.991
2736000,0.995
2737000,0.996
2738000,0.993
2739000,0.992
2740000,0.994
2741000,0.996
2742000,0.995
2743000,0.994
2744000,0.994
2745000,0.989
2746000,0.994
2747000,0.985
2748000,0.994
2749000,0.996
2750000,0.998
2751000,0.996
2752000,0.996
2753000,0.997
2754000,0.993
2755000,0.995
2756000,0.994
2757000,0.996
2758000,0.993
2759000,0.997
2760000,0.993
2761000,0.995
2762000,0.991
2763000,0.995
2764000,0.989
2765000,0.992
2766000,0.991
2767000,0.995
2768000,0.99
2769000,0.991
2770000,0.994
2771000,0.993
2772000,0.99
2773000,0.991
2774000,0.992
2775000,0.991
2776000,0.995
2777000,0.992
2778000,0.995
2779000,0.992
2780000,0.991
2781000,0.991
2782000,1.0
2783000,0.992
2784000,0.994
2785000,0.993
2786000,0.995
2787000,0.994
2788000,0.998
2789000,0.993
2790000,0.994
2791000,0.994
2792000,0.998
2793000,0.993
2794000,0.996
2795000,0.993
2796000,0.994
2797000,0.99
2798000,0.9955
2799000,0.99
2800000,0.995
2801000,0.993
2802000,0.993
2803000,0.994
2804000,0.994
2805000,0.998
2806000,0.993
2807000,0.993
2808000,0.993
2809000,0.996
2810000,0.994
2811000,0.991
2812000,0.991
2813000,0.988
2814000,0.989
2815000,0.994
2816000,0.998
2817000,0.993
2818000,0.995
2819000,0.995
2820000,0.995
2821000,0.994
2822000,0.998
2823000,0.996
2824000,0.992
2825000,0.989
2826000,0.994
2827000,0.994
2828000,0.992
2829000,0.994
2830000,0.997
2831000,0.993
2832000,0.989
2833000,0.99
2834000,0.996
2835000,0.992
2836000,0.995
2837000,0.997
2838000,0.992
2839000,0.991
2840000,0.989
2841000,0.991
2842000,0.994
2843000,0.992
2844000,0.991
2845000,0.992
2846000,0.987
2847000,0.998
2848000,0.996
2849000,0.993
2850000,0.99
2851000,0.996
2852000,0.991
2853000,0.993
2854000,0.994
2855000,0.99
2856000,0.994
2857000,0.995
2858000,0.996
2859000,0.995
2860000,0.991
2861000,0.998
2862000,0.992
2863000,0.998
2864000,0.991
2865000,0.992
2866000,0.991
2867000,0.995
2868000,0.989
2869000,0.993
2870000,0.991
2871000,0.991
2872000,0.993
2873000,0.99
2874000,0.998
2875000,0.993
2876000,0.991
2877000,0.996
2878000,0.992
2879000,0.994
2880000,0.991
2881000,0.993
2882000,0.996
2883000,0.993
2884000,0.994
2885000,0.992
2886000,0.994
2887000,0.996
2888000,0.994
2889000,0.992
2890000,0.993
2891000,0.994
2892000,0.996
2893000,0.995
2894000,0.995
2895000,0.989
2896000,0.999
2897000,0.992
2898000,0.994
2899000,0.998
2900000,0.992
2901000,0.99
2902000,0.993
2903000,0.994
2904000,0.993
2905000,0.996
2906000,0.997
2907000,0.996
2908000,0.994
2909000,0.997
2910000,0.995
2911000,0.996
2912000,0.993
2913000,0.995
2914000,0.993
2915000,0.995
2916000,0.99
2917000,0.994
2918000,0.991
2919000,0.99
2920000,0.993
2921000,0.994
2922000,0.993
2923000,0.994
2924000,0.992
2925000,0.994
2926000,0.995
2927000,0.99
2928000,0.993
2929000,0.992
2930000,0.993
2931000,0.997
2932000,0.998
2933000,0.991
2934000,0.993
2935000,0.988
2936000,0.998
2937000,0.996
2938000,0.994
2939000,0.997
2940000,0.995
2941000,0.993
2942000,0.994
2943000,0.99
2944000,0.992
2945000,0.993
2946000,0.993
2947000,0.994
2948000,0.996
2949000,0.991
2950000,0.994
2951000,0.995
2952000,0.995
2953000,0.993
2954000,0.989
2955000,0.994
2956000,0.994
2957000,0.998
2958000,0.99
2959000,0.991
2960000,0.992
2961000,0.994
2962000,0.993
2963000,0.992
2964000,0.996
2965000,0.991
2966000,0.993
2967000,0.988
2968000,0.993
2969000,0.994
2970000,0.995
2971000,0.993
2972000,0.99
2973000,0.995
2974000,0.991
2975000,0.991
2976000,0.991
2977000,0.994
2978000,0.995
2979000,0.992
2980000,0.992
2981000,0.991
2982000,0.995
2983000,0.993
2984000,0.996
2985000,0.992
2986000,0.99
2987000,0.994
2988000,0.992
2989000,0.992
2990000,0.988
2991000,0.992
2992000,0.994
2993000,0.995
2994000,0.996
2995000,0.996
2996000,0.991
2997000,0.99
2998000,0.994
2999000,0.997
3000000,0.994
3001000,0.994
3002000,0.997
3003000,0.991
3004000,0.993
3005000,0.996
3006000,0.996
3007000,0.992
3008000,0.988
3009000,0.996
3010000,0.994
3011000,0.997
3012000,0.995
3013000,0.994
3014000,0.996
3015000,0.994
3016000,0.996
3017000,0.994
3018000,0.996
3019000,0.991
3020000,0.997
3021000,0.988
3022000,0.992
3023000,0.995
3024000,0.991
3025000,0.994
3026000,0.996
3027000,0.99
3028000,0.997
3029000,0.992
3030000,0.995
3031000,0.994
3032000,0.991
3033000,0.994
3034000,0.995
3035000,0.996
3036000,0.996
3037000,0.996
3038000,0.995
3039000,0.992
3040000,0.992
3041000,0.991
3042000,0.993
3043000,0.992
3044000,0.993
3045000,0.993
3046000,0.99
3047000,0.996
3048000,0.993
3049000,0.997
3050000,0.989
3051000,0.992
3052000,0.996
3053000,0.991
3054000,0.997
3055000,0.993
3056000,0.994
3057000,0.995
3058000,0.988
3059000,0.994
3060000,0.997
3061000,0.996
3062000,0.992
3063000,0.997
3064000,0.996
3065000,0.996
3066000,0.997
3067000,0.991
3068000,0.989
3069000,0.995
3070000,0.996
3071000,0.994
3072000,0.998
3073000,0.995
3074000,0.993
3075000,0.992
3076000,0.991
3077000,0.992
3078000,0.993
3079000,0.994
3080000,0.996
3081000,0.992
3082000,0.992
3083000,0.997
3084000,0.996
3085000,0.989
3086000,0.992
3087000,0.998
3088000,0.997
3089000,0.994
3090000,0.997
3091000,0.994
3092000,0.995
3093000,0.992
3094000,0.998
3095000,0.995
3096000,0.995
3097000,0.993
3098000,0.994
3099000,0.993
3100000,0.993
3101000,0.991
3102000,0.998
3103000,0.993
3104000,0.99
3105000,0.993
3106000,0.992
3107000,0.993
3108000,0.993
3109000,0.993
3110000,0.996
3111000,0.995
3112000,0.996
3113000,0.993
3114000,0.991
3115000,0.992
3116000,0.99
3117000,0.995
3118000,0.996
3119000,0.998
3120000,0.995
3121000,0.997
3122000,0.996
3123000,0.995
3124000,0.992
3125000,0.996
3126000,0.995
3127000,0.997
3128000,0.991
3129000,0.995
3130000,0.995
3131000,0.992
3132000,0.995
3133000,0.995
3134000,0.993
3135000,0.991
3136000,0.997
3137000,0.997
3138000,0.994
3139000,0.994
3140000,0.989
3141000,0.989
3142000,0.995
3143000,0.985
3144000,0.99
3145000,0.994
3146000,0.991
3147000,0.995
3148000,0.991
3149000,0.993
3150000,0.997
3151000,0.993
3152000,0.996
3153000,0.99
3154000,0.995
3155000,0.995
3156000,0.989
3157000,0.99
3158000,0.993
3159000,0.992
3160000,0.987
3161000,0.99
3162000,0.993
3163000,0.991
3164000,0.994
3165000,0.992
3166000,0.998
3167000,0.992
3168000,0.994
3169000,0.996
3170000,0.993
3171000,0.993
3172000,0.996
3173000,0.994
3174000,0.992
3175000,0.988
3176000,0.997
3177000,0.996
3178000,0.986
3179000,0.987
3180000,0.997
3181000,0.995
3182000,0.996
3183000,0.994
3184000,0.995
3185000,0.996
3186000,0.993
3187000,0.995
3188000,0.994
3189000,0.996
3190000,0.996
3191000,0.993
3192000,0.994
3193000,0.992
3194000,0.993
3195000,0.992
3196000,0.998
3197000,0.992
3198000,0.991
3199000,0.995
3200000,0.993
3201000,0.9965
3202000,0.99
3203000,0.996
3204000,0.987
3205000,0.996
3206000,0.996
3207000,0.992
3208000,0.994
3209000,0.996
3210000,0.989
3211000,0.993
3212000,0.995
3213000,0.996
3214000,0.993
3215000,0.997
3216000,0.992
3217000,0.995
3218000,0.995
3219000,0.994
3220000,0.995
3221000,0.993
3222000,0.996
3223000,0.996
3224000,0.993
3225000,0.994
3226000,0.994
3227000,0.995
3228000,0.995
3229000,0.994
3230000,0.992
3231000,0.995
3232000,0.997
3233000,0.993
3234000,0.993
3235000,0.994
3236000,0.996
3237000,0.997
3238000,0.994
3239000,0.996
3240000,0.991
3241000,0.994
3242000,0.995
3243000,0.992
3244000,0.995
3245000,0.993
3246000,0.994
3247000,0.995
3248000,0.993
3249000,0.992
3250000,0.994
3251000,0.989
3252000,0.995
3253000,0.993
3254000,0.992
3255000,0.995
3256000,0.996
3257000,0.995
3258000,0.988
3259000,0.994
3260000,0.993
3261000,0.996
3262000,0.996
3263000,0.998
3264000,0.994
3265000,0.994
3266000,0.996
3267000,0.994
3268000,0.992
3269000,0.993
3270000,0.988
3271000,0.996
3272000,0.989
3273000,0.99
3274000,0.995
3275000,0.994
3276000,0.995
3277000,0.992
3278000,0.995
3279000,0.995
3280000,0.997
3281000,0.989
3282000,0.993
3283000,0.995
3284000,0.994
3285000,0.996
3286000,0.991
3287000,0.994
3288000,0.997
3289000,0.993
3290000,0.994
3291000,0.994
3292000,0.994
3293000,0.994
3294000,0.993
3295000,0.993
3296000,0.997
3297000,0.995
3298000,0.997
3299000,0.993
3300000,0.993
3301000,0.991
3302000,0.994
3303000,0.992
3304000,0.994
3305000,0.996
3306000,0.992
3307000,0.997
3308000,0.991
3309000,0.991
3310000,0.996
3311000,0.994
3312000,0.992
3313000,0.996
3314000,0.995
3315000,0.988
3316000,0.997
3317000,0.993
3318000,0.993
3319000,0.996
3320000,0.993
3321000,0.995
3322000,0.995
3323000,0.993
3324000,0.991
3325000,0.995
3326000,0.989
3327000,0.995
3328000,0.993
3329000,0.994
3330000,0.996
3331000,0.999
3332000,0.992
3333000,0.991
3334000,0.994
3335000,0.995
3336000,0.995
3337000,0.996
3338000,0.993
3339000,0.995
3340000,0.994
3341000,0.987
3342000,0.994
3343000,0.99
3344000,0.993
3345000,0.995
3346000,0.99
3347000,0.99
3348000,0.991
3349000,0.997
3350000,0.988
3351000,0.997
3352000,0.99
3353000,0.99
3354000,0.993
3355000,0.996
3356000,0.992
3357000,0.994
3358000,0.997
3359000,0.996
3360000,0.992
3361000,0.995
3362000,0.994
3363000,0.996
3364000,0.993
3365000,0.995
3366000,0.993
3367000,0.994
3368000,0.991
3369000,0.995
3370000,0.994
3371000,0.993
3372000,0.995
3373000,0.99
3374000,0.991
3375000,0.994
3376000,0.994
3377000,0.99
3378000,0.993
3379000,0.992
3380000,0.994
3381000,0.997
3382000,0.992
3383000,0.99
3384000,0.992
3385000,0.995
3386000,0.996
3387000,0.996
3388000,0.997
3389000,0.991
3390000,0.993
3391000,0.989
3392000,0.994
3393000,0.994
3394000,0.995
3395000,0.991
3396000,0.991
3397000,0.991
3398000,0.995
3399000,0.999
3400000,0.997
3401000,0.994
3402000,0.998
3403000,0.991
3404000,0.994
3405000,0.995
3406000,0.991
3407000,0.996
3408000,0.994
3409000,0.994
3410000,0.996
3411000,0.993
3412000,0.992
3413000,0.993
3414000,0.992
3415000,0.996
3416000,0.996
3417000,0.996
3418000,0.997
3419000,0.993
3420000,0.991
3421000,0.993
3422000,0.993
3423000,0.994
3424000,0.998
3425000,0.995
3426000,0.996
3427000,0.995
3428000,0.989
3429000,0.992
3430000,0.989
3431000,0.997
3432000,0.994
3433000,0.993
3434000,0.994
3435000,0.995
3436000,0.993
3437000,0.993
3438000,0.995
3439000,0.995
3440000,0.994
3441000,0.995
3442000,0.991
3443000,0.986
3444000,0.995
3445000,0.996
3446000,0.993
3447000,0.994
3448000,0.994
3449000,0.995
3450000,0.994
3451000,0.998
3452000,0.991
3453000,0.993
3454000,0.993
3455000,0.991
3456000,0.996
3457000,0.996
3458000,0.99
3459000,0.993
3460000,0.992
3461000,0.997
3462000,0.991
3463000,0.994
3464000,0.994
3465000,0.995
3466000,0.989
3467000,0.991
3468000,0.995
3469000,0.999
3470000,0.991
3471000,0.994
3472000,0.994
3473000,0.998
3474000,0.994
3475000,0.996
3476000,0.997
3477000,0.998
3478000,0.9925
3479000,0.992
3480000,0.994
3481000,0.994
3482000,0.995
3483000,0.996
3484000,0.992
3485000,0.993
3486000,0.997
3487000,0.994
3488000,0.995
3489000,0.99
3490000,0.997
3491000,0.995
3492000,0.99
3493000,0.996
3494000,0.992
3495000,0.997
3496000,0.996
3497000,0.994
3498000,0.993
3499000,0.995
3500000,0.992
3501000,0.995
3502000,0.991
3503000,0.991
3504000,0.996
3505000,0.995
3506000,0.993
3507000,0.994
3508000,0.993
3509000,0.994
3510000,0.994
3511000,0.993
3512000,0.996
3513000,0.991
3514000,0.999
3515000,0.991
3516000,0.993
3517000,0.992
3518000,0.996
3519000,0.996
3520000,0.991
3521000,0.996
3522000,0.994
3523000,0.994
3524000,0.992
3525000,0.99
3526000,0.992
3527000,0.992
3528000,0.994
3529000,0.996
3530000,0.994
3531000,0.992
3532000,0.997
3533000,0.993
3534000,0.998
3535000,0.988
3536000,0.994
3537000,0.995
3538000,0.991
3539000,0.995
3540000,0.992
3541000,0.995
3542000,0.997
3543000,0.995
3544000,0.996
3545000,0.993
3546000,0.995
3547000,0.995
3548000,0.994
3549000,0.994
3550000,0.995
3551000,0.995
3552000,0.997
3553000,0.997
3554000,0.988
3555000,0.997
3556000,0.993
3557000,0.993
3558000,0.998
3559000,0.998
3560000,0.995
3561000,0.994
3562000,0.995
3563000,0.997
3564000,0.997
3565000,0.996
3566000,0.994
3567000,0.993
3568000,0.995
3569000,0.993
3570000,0.995
3571000,0.994
3572000,0.989
3573000,0.992
3574000,0.999
3575000,0.993
3576000,0.991
3577000,0.998
3578000,0.991
3579000,0.991
3580000,0.991
3581000,0.99
3582000,0.991
3583000,0.998
3584000,0.996
3585000,0.995
3586000,0.997
3587000,0.993
3588000,0.994
3589000,0.995
3590000,0.99
3591000,0.989
3592000,0.999
3593000,0.99
3594000,0.996
3595000,0.992
3596000,0.993
3597000,0.994
3598000,0.995
3599000,0.998
3600000,0.994
3601000,0.997
3602000,0.997
3603000,0.994
3604000,0.996
3605000,0.997
3606000,0.996
3607000,0.994
3608000,0.995
3609000,0.99
3610000,0.993
3611000,0.992
3612000,0.992
3613000,0.995
3614000,0.992
3615000,0.989
3616000,0.993
3617000,0.993
